full-key,sparse-key,x,y,z,qw,qx,qy,qz
6989586621679010594,6989586621679010594,0,0,0,1,0,0,0
6989586621679010593,6989586621679010593,0,0,0,1,0,0,0
6989586621679010592,6989586621679010592,0,0,0,1,0,0,0
6989586621679010591,6989586621679010591,0,0,0,1,0,0,0
6989586621679010590,6989586621679010590,0,0,0,1,0,0,0
6989586621679010589,6989586621679010589,0,0,0,1,0,0,0
6989586621679010588,6989586621679010588,0,0,0,1,0,0,0
6989586621679010587,6989586621679010587,0,0,0,1,0,0,0
6989586621679010586,6989586621679010586,0,0,0,1,0,0,0
6989586621679010585,6989586621679010585,0,0,0,1,0,0,0
6989586621679010584,6989586621679010584,0,0,0,1,0,0,0
6989586621679010583,6989586621679010583,0,0,0,1,0,0,0
6989586621679010582,6989586621679010582,0,0,0,1,0,0,0
6989586621679010581,6989586621679010581,0,0,0,1,0,0,0
6989586621679010580,6989586621679010580,0,0,0,1,0,0,0
6989586621679010579,6989586621679010579,0,0,0,1,0,0,0
6989586621679010578,6989586621679010578,0,0,0,1,0,0,0
6989586621679010577,6989586621679010577,0,0,0,1,0,0,0
6989586621679010576,6989586621679010576,0,0,0,1,0,0,0
6989586621679010575,6989586621679010575,0,0,0,1,0,0,0
6989586621679010574,6989586621679010574,0,0,0,1,0,0,0
6989586621679010573,6989586621679010573,0,0,0,1,0,0,0
6989586621679010572,6989586621679010572,0,0,0,1,0,0,0
6989586621679010571,6989586621679010571,0,0,0,1,0,0,0
6989586621679010570,6989586621679010570,0,0,0,1,0,0,0
6989586621679010569,6989586621679010569,0,0,0,1,0,0,0
6989586621679010568,6989586621679010568,0,0,0,1,0,0,0
6989586621679010567,6989586621679010567,0,0,0,1,0,0,0
6989586621679010566,6989586621679010566,0,0,0,1,0,0,0
6989586621679010565,6989586621679010565,0,0,0,1,0,0,0
6989586621679010564,6989586621679010564,0,0,0,1,0,0,0
6989586621679010563,6989586621679010563,0,0,0,1,0,0,0
6989586621679010562,6989586621679010562,0,0,0,1,0,0,0
6989586621679010561,6989586621679010561,0,0,0,1,0,0,0
6989586621679010560,6989586621679010560,0,0,0,1,0,0,0
6989586621679010559,6989586621679010559,0,0,0,1,0,0,0
6989586621679010558,6989586621679010558,0,0,0,1,0,0,0
6989586621679010557,6989586621679010557,0,0,0,1,0,0,0
6989586621679010556,6989586621679010556,0,0,0,1,0,0,0
6989586621679010555,6989586621679010555,0,0,0,1,0,0,0
6989586621679010554,6989586621679010554,0,0,0,1,0,0,0
6989586621679010553,6989586621679010553,0,0,0,1,0,0,0
6989586621679010552,6989586621679010552,0,0,0,1,0,0,0
6989586621679010551,6989586621679010551,0,0,0,1,0,0,0
6989586621679010550,6989586621679010550,0,0,0,1,0,0,0
6989586621679010549,6989586621679010549,0,0,0,1,0,0,0
6989586621679010548,6989586621679010548,0,0,0,1,0,0,0
6989586621679010547,6989586621679010547,0,0,0,1,0,0,0
6989586621679010546,6989586621679010546,0,0,0,1,0,0,0
6989586621679010545,6989586621679010545,0,0,0,1,0,0,0
6989586621679010544,6989586621679010544,0,0,0,1,0,0,0
6989586621679010543,6989586621679010543,0,0,0,1,0,0,0
6989586621679010542,6989586621679010542,0,0,0,1,0,0,0
6989586621679010541,6989586621679010541,0,0,0,1,0,0,0
6989586621679010540,6989586621679010540,0,0,0,1,0,0,0
6989586621679010539,6989586621679010539,0,0,0,1,0,0,0
6989586621679010538,6989586621679010538,0,0,0,1,0,0,0
6989586621679010537,6989586621679010537,0,0,0,1,0,0,0
6989586621679010536,6989586621679010536,0,0,0,1,0,0,0
6989586621679010535,6989586621679010535,0,0,0,1,0,0,0
6989586621679010534,6989586621679010534,0,0,0,1,0,0,0
6989586621679010533,6989586621679010533,0,0,0,1,0,0,0
6989586621679010532,6989586621679010532,0,0,0,1,0,0,0
6989586621679010531,6989586621679010531,0,0,0,1,0,0,0
6989586621679010530,6989586621679010530,0,0,0,1,0,0,0
6989586621679010529,6989586621679010529,0,0,0,1,0,0,0
6989586621679010528,6989586621679010528,0,0,0,1,0,0,0
6989586621679010527,6989586621679010527,0,0,0,1,0,0,0
6989586621679010526,6989586621679010526,0,0,0,1,0,0,0
6989586621679010525,6989586621679010525,0,0,0,1,0,0,0
6989586621679010524,6989586621679010524,0,0,0,1,0,0,0
6989586621679010523,6989586621679010523,0,0,0,1,0,0,0
6989586621679010522,6989586621679010522,0,0,0,1,0,0,0
6989586621679010521,6989586621679010521,0,0,0,1,0,0,0
6989586621679010520,6989586621679010520,0,0,0,1,0,0,0
6989586621679010519,6989586621679010519,0,0,0,1,0,0,0
6989586621679010518,6989586621679010518,0,0,0,1,0,0,0
6989586621679010517,6989586621679010517,0,0,0,1,0,0,0
6989586621679010516,6989586621679010516,0,0,0,1,0,0,0
6989586621679010515,6989586621679010515,0,0,0,1,0,0,0
6989586621679010514,6989586621679010514,0,0,0,1,0,0,0
6989586621679010513,6989586621679010513,0,0,0,1,0,0,0
6989586621679010512,6989586621679010512,0,0,0,1,0,0,0
6989586621679010511,6989586621679010511,0,0,0,1,0,0,0
6989586621679010510,6989586621679010510,0,0,0,1,0,0,0
6989586621679010509,6989586621679010509,0,0,0,1,0,0,0
6989586621679010508,6989586621679010508,0,0,0,1,0,0,0
6989586621679010507,6989586621679010507,0,0,0,1,0,0,0
6989586621679010506,6989586621679010506,0,0,0,1,0,0,0
6989586621679010505,6989586621679010505,0,0,0,1,0,0,0
6989586621679010504,6989586621679010504,0,0,0,1,0,0,0
6989586621679010503,6989586621679010503,0,0,0,1,0,0,0
6989586621679010502,6989586621679010502,0,0,0,1,0,0,0
6989586621679010501,6989586621679010501,0,0,0,1,0,0,0
6989586621679010500,6989586621679010500,0,0,0,1,0,0,0
6989586621679010499,6989586621679010499,0,0,0,1,0,0,0
6989586621679010498,6989586621679010498,0,0,0,1,0,0,0
6989586621679010497,6989586621679010497,0,0,0,1,0,0,0
6989586621679010496,6989586621679010496,0,0,0,1,0,0,0
6989586621679010495,6989586621679010495,0,0,0,1,0,0,0
6989586621679010494,6989586621679010494,0,0,0,1,0,0,0
6989586621679010493,6989586621679010493,0,0,0,1,0,0,0
6989586621679010492,6989586621679010492,0,0,0,1,0,0,0
6989586621679010491,6989586621679010491,0,0,0,1,0,0,0
6989586621679010490,6989586621679010490,0,0,0,1,0,0,0
6989586621679010489,6989586621679010489,0,0,0,1,0,0,0
6989586621679010488,6989586621679010488,0,0,0,1,0,0,0
6989586621679010487,6989586621679010487,0,0,0,1,0,0,0
6989586621679010486,6989586621679010486,0,0,0,1,0,0,0
6989586621679010485,6989586621679010485,0,0,0,1,0,0,0
6989586621679010484,6989586621679010484,0,0,0,1,0,0,0
6989586621679010483,6989586621679010483,0,0,0,1,0,0,0
6989586621679010482,6989586621679010482,0,0,0,1,0,0,0
6989586621679010481,6989586621679010481,0,0,0,1,0,0,0
6989586621679010480,6989586621679010480,0,0,0,1,0,0,0
6989586621679010479,6989586621679010479,0,0,0,1,0,0,0
6989586621679010478,6989586621679010478,0,0,0,1,0,0,0
6989586621679010477,6989586621679010477,0,0,0,1,0,0,0
6989586621679010476,6989586621679010476,0,0,0,1,0,0,0
6989586621679010475,6989586621679010475,0,0,0,1,0,0,0
6989586621679010474,6989586621679010474,0,0,0,1,0,0,0
6989586621679010473,6989586621679010473,0,0,0,1,0,0,0
6989586621679010472,6989586621679010472,0,0,0,1,0,0,0
6989586621679010471,6989586621679010471,0,0,0,1,0,0,0
6989586621679010470,6989586621679010470,0,0,0,1,0,0,0
6989586621679010469,6989586621679010469,0,0,0,1,0,0,0
6989586621679010468,6989586621679010468,0,0,0,1,0,0,0
6989586621679010467,6989586621679010467,0,0,0,1,0,0,0
6989586621679010466,6989586621679010466,0,0,0,1,0,0,0
6989586621679010465,6989586621679010465,0,0,0,1,0,0,0
6989586621679010464,6989586621679010464,0,0,0,1,0,0,0
6989586621679010463,6989586621679010463,0,0,0,1,0,0,0
6989586621679010462,6989586621679010462,0,0,0,1,0,0,0
6989586621679010461,6989586621679010461,0,0,0,1,0,0,0
6989586621679010460,6989586621679010460,0,0,0,1,0,0,0
6989586621679010459,6989586621679010459,0,0,0,1,0,0,0
6989586621679010458,6989586621679010458,0,0,0,1,0,0,0
6989586621679010457,6989586621679010457,0,0,0,1,0,0,0
6989586621679010456,6989586621679010456,0,0,0,1,0,0,0
6989586621679010455,6989586621679010455,0,0,0,1,0,0,0
6989586621679010454,6989586621679010454,0,0,0,1,0,0,0
6989586621679010453,6989586621679010453,0,0,0,1,0,0,0
6989586621679010452,6989586621679010452,0,0,0,1,0,0,0
6989586621679010451,6989586621679010451,0,0,0,1,0,0,0
6989586621679010450,6989586621679010450,0,0,0,1,0,0,0
6989586621679010449,6989586621679010449,0,0,0,1,0,0,0
6989586621679010448,6989586621679010448,0,0,0,1,0,0,0
6989586621679010447,6989586621679010447,0,0,0,1,0,0,0
6989586621679010446,6989586621679010446,0,0,0,1,0,0,0
6989586621679010445,6989586621679010445,0,0,0,1,0,0,0
6989586621679010444,6989586621679010444,0,0,0,1,0,0,0
6989586621679010443,6989586621679010443,0,0,0,1,0,0,0
6989586621679010442,6989586621679010442,0,0,0,1,0,0,0
6989586621679010441,6989586621679010441,0,0,0,1,0,0,0
6989586621679010440,6989586621679010440,0,0,0,1,0,0,0
6989586621679010439,6989586621679010439,0,0,0,1,0,0,0
6989586621679010438,6989586621679010438,0,0,0,1,0,0,0
6989586621679010437,6989586621679010437,0,0,0,1,0,0,0
6989586621679010436,6989586621679010436,0,0,0,1,0,0,0
6989586621679010435,6989586621679010435,0,0,0,1,0,0,0
6989586621679010434,6989586621679010434,0,0,0,1,0,0,0
6989586621679010433,6989586621679010433,0,0,0,1,0,0,0
6989586621679010432,6989586621679010432,0,0,0,1,0,0,0
6989586621679010431,6989586621679010431,0,0,0,1,0,0,0
6989586621679010430,6989586621679010430,0,0,0,1,0,0,0
6989586621679010429,6989586621679010429,0,0,0,1,0,0,0
6989586621679010428,6989586621679010428,0,0,0,1,0,0,0
6989586621679010427,6989586621679010427,0,0,0,1,0,0,0
6989586621679010426,6989586621679010426,0,0,0,1,0,0,0
6989586621679010425,6989586621679010425,0,0,0,1,0,0,0
6989586621679010424,6989586621679010424,0,0,0,1,0,0,0
6989586621679010423,6989586621679010423,0,0,0,1,0,0,0
6989586621679010422,6989586621679010422,0,0,0,1,0,0,0
6989586621679010421,6989586621679010421,0,0,0,1,0,0,0
6989586621679010420,6989586621679010420,0,0,0,1,0,0,0
6989586621679010419,6989586621679010419,0,0,0,1,0,0,0
6989586621679010418,6989586621679010418,0,0,0,1,0,0,0
6989586621679010417,6989586621679010417,0,0,0,1,0,0,0
6989586621679010416,6989586621679010416,0,0,0,1,0,0,0
6989586621679010415,6989586621679010415,0,0,0,1,0,0,0
6989586621679010414,6989586621679010414,0,0,0,1,0,0,0
6989586621679010413,6989586621679010413,0,0,0,1,0,0,0
6989586621679010412,6989586621679010412,0,0,0,1,0,0,0
6989586621679010411,6989586621679010411,0,0,0,1,0,0,0
6989586621679010410,6989586621679010410,0,0,0,1,0,0,0
6989586621679010409,6989586621679010409,0,0,0,1,0,0,0
6989586621679010408,6989586621679010408,0,0,0,1,0,0,0
6989586621679010407,6989586621679010407,0,0,0,1,0,0,0
6989586621679010406,6989586621679010406,0,0,0,1,0,0,0
6989586621679010405,6989586621679010405,0,0,0,1,0,0,0
6989586621679010404,6989586621679010404,0,0,0,1,0,0,0
6989586621679010403,6989586621679010403,0,0,0,1,0,0,0
6989586621679010402,6989586621679010402,0,0,0,1,0,0,0
6989586621679010401,6989586621679010401,0,0,0,1,0,0,0
6989586621679010400,6989586621679010400,0,0,0,1,0,0,0
6989586621679010399,6989586621679010399,0,0,0,1,0,0,0
6989586621679010398,6989586621679010398,0,0,0,1,0,0,0
6989586621679010397,6989586621679010397,0,0,0,1,0,0,0
6989586621679010396,6989586621679010396,0,0,0,1,0,0,0
6989586621679010395,6989586621679010395,0,0,0,1,0,0,0
6989586621679010394,6989586621679010394,0,0,0,1,0,0,0
6989586621679010393,6989586621679010393,0,0,0,1,0,0,0
6989586621679010392,6989586621679010392,0,0,0,1,0,0,0
6989586621679010391,6989586621679010391,0,0,0,1,0,0,0
6989586621679010390,6989586621679010390,0,0,0,1,0,0,0
6989586621679010389,6989586621679010389,0,0,0,1,0,0,0
6989586621679010388,6989586621679010388,0,0,0,1,0,0,0
6989586621679010387,6989586621679010387,0,0,0,1,0,0,0
6989586621679010386,6989586621679010386,0,0,0,1,0,0,0
6989586621679010385,6989586621679010385,0,0,0,1,0,0,0
6989586621679010384,6989586621679010384,0,0,0,1,0,0,0
6989586621679010383,6989586621679010383,0,0,0,1,0,0,0
6989586621679010382,6989586621679010382,0,0,0,1,0,0,0
6989586621679010381,6989586621679010381,0,0,0,1,0,0,0
6989586621679010380,6989586621679010380,0,0,0,1,0,0,0
6989586621679010379,6989586621679010379,0,0,0,1,0,0,0
6989586621679010378,6989586621679010378,0,0,0,1,0,0,0
6989586621679010377,6989586621679010377,0,0,0,1,0,0,0
6989586621679010376,6989586621679010376,0,0,0,1,0,0,0
6989586621679010375,6989586621679010375,0,0,0,1,0,0,0
6989586621679010374,6989586621679010374,0,0,0,1,0,0,0
6989586621679010373,6989586621679010373,0,0,0,1,0,0,0
6989586621679010372,6989586621679010372,0,0,0,1,0,0,0
6989586621679010371,6989586621679010371,0,0,0,1,0,0,0
6989586621679010370,6989586621679010370,0,0,0,1,0,0,0
6989586621679010369,6989586621679010369,0,0,0,1,0,0,0
6989586621679010368,6989586621679010368,0,0,0,1,0,0,0
6989586621679010367,6989586621679010367,0,0,0,1,0,0,0
6989586621679010366,6989586621679010366,0,0,0,1,0,0,0
6989586621679010365,6989586621679010365,0,0,0,1,0,0,0
6989586621679010364,6989586621679010364,0,0,0,1,0,0,0
6989586621679010363,6989586621679010363,0,0,0,1,0,0,0
6989586621679010362,6989586621679010362,0,0,0,1,0,0,0
6989586621679010361,6989586621679010361,0,0,0,1,0,0,0
6989586621679010360,6989586621679010360,0,0,0,1,0,0,0
6989586621679010359,6989586621679010359,0,0,0,1,0,0,0
6989586621679010358,6989586621679010358,0,0,0,1,0,0,0
6989586621679010357,6989586621679010357,0,0,0,1,0,0,0
6989586621679010356,6989586621679010356,0,0,0,1,0,0,0
6989586621679010355,6989586621679010355,0,0,0,1,0,0,0
6989586621679010354,6989586621679010354,0,0,0,1,0,0,0
6989586621679010353,6989586621679010353,0,0,0,1,0,0,0
6989586621679010352,6989586621679010352,0,0,0,1,0,0,0
6989586621679010351,6989586621679010351,0,0,0,1,0,0,0
6989586621679010350,6989586621679010350,0,0,0,1,0,0,0
6989586621679010349,6989586621679010349,0,0,0,1,0,0,0
6989586621679010348,6989586621679010348,0,0,0,1,0,0,0
6989586621679010347,6989586621679010347,0,0,0,1,0,0,0
6989586621679010346,6989586621679010346,0,0,0,1,0,0,0
6989586621679010345,6989586621679010345,0,0,0,1,0,0,0
6989586621679010344,6989586621679010344,0,0,0,1,0,0,0
6989586621679010343,6989586621679010343,0,0,0,1,0,0,0
6989586621679010342,6989586621679010342,0,0,0,1,0,0,0
6989586621679010341,6989586621679010341,0,0,0,1,0,0,0
6989586621679010340,6989586621679010340,0,0,0,1,0,0,0
6989586621679010339,6989586621679010339,0,0,0,1,0,0,0
6989586621679010338,6989586621679010338,0,0,0,1,0,0,0
6989586621679010337,6989586621679010337,0,0,0,1,0,0,0
6989586621679010336,6989586621679010336,0,0,0,1,0,0,0
6989586621679010335,6989586621679010335,0,0,0,1,0,0,0
6989586621679010334,6989586621679010334,0,0,0,1,0,0,0
6989586621679010333,6989586621679010333,0,0,0,1,0,0,0
6989586621679010048,6989586621679010048,0,0,0,1,0,0,0
6989586621679010047,6989586621679010047,0,0,0,1,0,0,0
6989586621679010046,6989586621679010046,0,0,0,1,0,0,0
6989586621679010045,6989586621679010045,0,0,0,1,0,0,0
6989586621679010044,6989586621679010044,0,0,0,1,0,0,0
6989586621679010043,6989586621679010043,0,0,0,1,0,0,0
6989586621679010042,6989586621679010042,0,0,0,1,0,0,0
6989586621679010041,6989586621679010041,0,0,0,1,0,0,0
6989586621679010040,6989586621679010040,0,0,0,1,0,0,0
6989586621679010039,6989586621679010039,0,0,0,1,0,0,0
6989586621679010038,6989586621679010038,0,0,0,1,0,0,0
6989586621679010037,6989586621679010037,0,0,0,1,0,0,0
6989586621679010036,6989586621679010036,0,0,0,1,0,0,0
6989586621679010035,6989586621679010035,0,0,0,1,0,0,0
6989586621679010034,6989586621679010034,0,0,0,1,0,0,0
6989586621679010033,6989586621679010033,0,0,0,1,0,0,0
6989586621679010032,6989586621679010032,0,0,0,1,0,0,0
6989586621679010031,6989586621679010031,0,0,0,1,0,0,0
6989586621679010030,6989586621679010030,0,0,0,1,0,0,0
6989586621679010029,6989586621679010029,0,0,0,1,0,0,0
6989586621679010028,6989586621679010028,0,0,0,1,0,0,0
6989586621679010027,6989586621679010027,0,0,0,1,0,0,0
6989586621679010026,6989586621679010026,0,0,0,1,0,0,0
6989586621679010025,6989586621679010025,0,0,0,1,0,0,0
6989586621679010024,6989586621679010024,0,0,0,1,0,0,0
6989586621679010023,6989586621679010023,0,0,0,1,0,0,0
6989586621679010022,6989586621679010022,0,0,0,1,0,0,0
6989586621679010021,6989586621679010021,0,0,0,1,0,0,0
6989586621679010020,6989586621679010020,0,0,0,1,0,0,0
6989586621679010019,6989586621679010019,0,0,0,1,0,0,0
6989586621679010018,6989586621679010018,0,0,0,1,0,0,0
6989586621679010017,6989586621679010017,0,0,0,1,0,0,0
6989586621679010016,6989586621679010016,0,0,0,1,0,0,0
6989586621679010015,6989586621679010015,0,0,0,1,0,0,0
6989586621679010014,6989586621679010014,0,0,0,1,0,0,0
6989586621679010013,6989586621679010013,0,0,0,1,0,0,0
6989586621679010012,6989586621679010012,0,0,0,1,0,0,0
6989586621679010011,6989586621679010011,0,0,0,1,0,0,0
6989586621679010010,6989586621679010010,0,0,0,1,0,0,0
6989586621679010009,6989586621679010009,0,0,0,1,0,0,0
6989586621679010008,6989586621679010008,0,0,0,1,0,0,0
6989586621679010007,6989586621679010007,0,0,0,1,0,0,0
6989586621679010006,6989586621679010006,0,0,0,1,0,0,0
6989586621679010005,6989586621679010005,0,0,0,1,0,0,0
6989586621679010004,6989586621679010004,0,0,0,1,0,0,0
6989586621679010003,6989586621679010003,0,0,0,1,0,0,0
6989586621679010002,6989586621679010002,0,0,0,1,0,0,0
6989586621679010001,6989586621679010001,0,0,0,1,0,0,0
6989586621679010000,6989586621679010000,0,0,0,1,0,0,0
6989586621679009999,6989586621679009999,0,0,0,1,0,0,0
6989586621679009998,6989586621679009998,0,0,0,1,0,0,0
6989586621679009997,6989586621679009997,0,0,0,1,0,0,0
6989586621679009996,6989586621679009996,0,0,0,1,0,0,0
6989586621679009995,6989586621679009995,0,0,0,1,0,0,0
6989586621679009994,6989586621679009994,0,0,0,1,0,0,0
6989586621679009993,6989586621679009993,0,0,0,1,0,0,0
6989586621679009992,6989586621679009992,0,0,0,1,0,0,0
6989586621679009991,6989586621679009991,0,0,0,1,0,0,0
6989586621679009990,6989586621679009990,0,0,0,1,0,0,0
6989586621679009989,6989586621679009989,0,0,0,1,0,0,0
6989586621679009988,6989586621679009988,0,0,0,1,0,0,0
6989586621679009987,6989586621679009987,0,0,0,1,0,0,0
6989586621679009986,6989586621679009986,0,0,0,1,0,0,0
6989586621679009985,6989586621679009985,0,0,0,1,0,0,0
6989586621679009984,6989586621679009984,0,0,0,1,0,0,0
6989586621679009983,6989586621679009983,0,0,0,1,0,0,0
6989586621679009982,6989586621679009982,0,0,0,1,0,0,0
6989586621679009981,6989586621679009981,0,0,0,1,0,0,0
6989586621679009980,6989586621679009980,0,0,0,1,0,0,0
6989586621679009979,6989586621679009979,0,0,0,1,0,0,0
6989586621679009978,6989586621679009978,0,0,0,1,0,0,0
6989586621679009977,6989586621679009977,0,0,0,1,0,0,0
6989586621679009976,6989586621679009976,0,0,0,1,0,0,0
6989586621679009975,6989586621679009975,0,0,0,1,0,0,0
6989586621679009974,6989586621679009974,0,0,0,1,0,0,0
6989586621679009973,6989586621679009973,0,0,0,1,0,0,0
6989586621679009972,6989586621679009972,0,0,0,1,0,0,0
6989586621679009971,6989586621679009971,0,0,0,1,0,0,0
6989586621679009970,6989586621679009970,0,0,0,1,0,0,0
6989586621679009969,6989586621679009969,0,0,0,1,0,0,0
6989586621679009968,6989586621679009968,0,0,0,1,0,0,0
6989586621679009967,6989586621679009967,0,0,0,1,0,0,0
6989586621679009966,6989586621679009966,0,0,0,1,0,0,0
6989586621679009965,6989586621679009965,0,0,0,1,0,0,0
6989586621679009964,6989586621679009964,0,0,0,1,0,0,0
6989586621679009963,6989586621679009963,0,0,0,1,0,0,0
6989586621679009962,6989586621679009962,0,0,0,1,0,0,0
6989586621679009961,6989586621679009961,0,0,0,1,0,0,0
6989586621679009960,6989586621679009960,0,0,0,1,0,0,0
6989586621679009959,6989586621679009959,0,0,0,1,0,0,0
6989586621679009958,6989586621679009958,0,0,0,1,0,0,0
6989586621679009957,6989586621679009957,0,0,0,1,0,0,0
6989586621679009956,6989586621679009956,0,0,0,1,0,0,0
6989586621679009955,6989586621679009955,0,0,0,1,0,0,0
6989586621679009954,6989586621679009954,0,0,0,1,0,0,0
6989586621679009953,6989586621679009953,0,0,0,1,0,0,0
6989586621679009952,6989586621679009952,0,0,0,1,0,0,0
6989586621679009951,6989586621679009951,0,0,0,1,0,0,0
6989586621679009950,6989586621679009950,0,0,0,1,0,0,0
6989586621679009949,6989586621679009949,0,0,0,1,0,0,0
6989586621679009948,6989586621679009948,0,0,0,1,0,0,0
6989586621679009947,6989586621679009947,0,0,0,1,0,0,0
6989586621679009946,6989586621679009946,0,0,0,1,0,0,0
6989586621679009945,6989586621679009945,0,0,0,1,0,0,0
6989586621679009944,6989586621679009944,0,0,0,1,0,0,0
6989586621679009943,6989586621679009943,0,0,0,1,0,0,0
6989586621679009942,6989586621679009942,0,0,0,1,0,0,0
6989586621679009941,6989586621679009941,0,0,0,1,0,0,0
6989586621679009940,6989586621679009940,0,0,0,1,0,0,0
6989586621679009939,6989586621679009939,0,0,0,1,0,0,0
6989586621679009938,6989586621679009938,0,0,0,1,0,0,0
6989586621679009937,6989586621679009937,0,0,0,1,0,0,0
6989586621679009936,6989586621679009936,0,0,0,1,0,0,0
6989586621679009935,6989586621679009935,0,0,0,1,0,0,0
6989586621679009934,6989586621679009934,0,0,0,1,0,0,0
6989586621679009933,6989586621679009933,0,0,0,1,0,0,0
6989586621679009932,6989586621679009932,0,0,0,1,0,0,0
6989586621679009931,6989586621679009931,0,0,0,1,0,0,0
6989586621679009930,6989586621679009930,0,0,0,1,0,0,0
6989586621679009929,6989586621679009929,0,0,0,1,0,0,0
6989586621679009928,6989586621679009928,0,0,0,1,0,0,0
6989586621679009927,6989586621679009927,0,0,0,1,0,0,0
6989586621679009926,6989586621679009926,0,0,0,1,0,0,0
6989586621679009925,6989586621679009925,0,0,0,1,0,0,0
6989586621679009924,6989586621679009924,0,0,0,1,0,0,0
6989586621679009923,6989586621679009923,0,0,0,1,0,0,0
6989586621679009922,6989586621679009922,0,0,0,1,0,0,0
6989586621679009921,6989586621679009921,0,0,0,1,0,0,0
6989586621679009920,6989586621679009920,0,0,0,1,0,0,0
6989586621679009919,6989586621679009919,0,0,0,1,0,0,0
6989586621679009850,6989586621679009850,0,0,0,1,0,0,0
6989586621679009849,6989586621679009849,0,0,0,1,0,0,0
6989586621679009848,6989586621679009848,0,0,0,1,0,0,0
6989586621679009847,6989586621679009847,0,0,0,1,0,0,0
6989586621679009846,6989586621679009846,0,0,0,1,0,0,0
6989586621679009845,6989586621679009845,0,0,0,1,0,0,0
6989586621679009844,6989586621679009844,0,0,0,1,0,0,0
