nodes_active,nodes_removed,nodes_merged,nodes_w_parents,nodes_w_children,edges
984,65357,0,0,0,1639
986,65541,0,0,0,1650
988,65727,0,0,0,1652
988,65915,0,0,0,1657
988,66103,0,0,0,1656
989,66291,0,0,0,1658
989,66480,0,0,0,1659
995,66669,0,0,0,1677
991,66864,0,0,0,1662
994,67055,0,0,0,1675
995,67249,0,0,0,1674
996,67444,0,0,0,1683
998,67640,0,0,0,1685
999,67838,0,0,0,1683
1001,68037,0,0,0,1684
1005,68238,0,0,0,1685
1007,68440,0,0,0,1689
1006,68635,0,0,0,1690
1007,68827,0,0,0,1694
1013,69018,0,0,0,1709
1010,69215,0,0,0,1696
1025,69409,0,0,0,1726
1039,69616,0,0,0,1760
1041,69836,0,0,0,1758
1045,70057,0,0,0,1767
1044,70282,0,0,0,1767
1051,70500,0,0,0,1793
1052,70715,0,0,0,1783
1050,70926,0,0,0,1773
1050,71134,0,0,0,1777
1054,71342,0,0,0,1783
1054,71554,0,0,0,1793
1051,71766,0,0,0,1784
1056,71975,0,0,0,1795
1054,72189,0,0,0,1789
1054,72401,0,0,0,1791
1054,72609,0,0,0,1793
1066,72812,0,0,0,1814
1066,73021,0,0,0,1802
1066,73230,0,0,0,1804
1066,73432,0,0,0,1810
1066,73634,0,0,0,1806
1067,73836,0,0,0,1808
1067,74039,0,0,0,1810
1067,74242,0,0,0,1811
1069,74443,0,0,0,1812
1070,74646,0,0,0,1817
1072,74848,0,0,0,1817
1073,75052,0,0,0,1820
1086,75257,0,0,0,1842
1089,75475,0,0,0,1845
1088,75696,0,0,0,1853
1089,75909,0,0,0,1853
1085,76116,0,0,0,1849
1086,76319,0,0,0,1846
1083,76523,0,0,0,1831
1078,76712,0,0,0,1817
1084,76891,0,0,0,1833
1084,77074,0,0,0,1839
1093,77257,0,0,0,1854
1093,77449,0,0,0,1852
1098,77641,0,0,0,1856
1105,77832,0,0,0,1880
1119,78026,0,0,0,1923
1126,78234,0,0,0,1936
1131,78441,0,0,0,1947
1123,78636,0,0,0,1942
1125,78820,0,0,0,1944
1128,79000,0,0,0,1945
1128,79183,0,0,0,1953
1130,79358,0,0,0,1981
1133,79535,0,0,0,1979
1134,79708,0,0,0,1973
1137,79873,0,0,0,1970
1140,80036,0,0,0,1984
1139,80190,0,0,0,1984
1140,80343,0,0,0,1985
1142,80497,0,0,0,1989
1138,80646,0,0,0,1975
1145,80791,0,0,0,1988
1154,80940,0,0,0,2009
1160,81094,0,0,0,2017
1166,81246,0,0,0,2029
1163,81403,0,0,0,2014
1166,81557,0,0,0,2023
1165,81714,0,0,0,2021
1165,81870,0,0,0,2015
1172,82026,0,0,0,2022
1170,82189,0,0,0,2019
1171,82338,0,0,0,2025
1172,82474,0,0,0,2032
1174,82610,0,0,0,2040
1173,82748,0,0,0,2033
1175,82885,0,0,0,2036
1175,83024,0,0,0,2034
1177,83163,0,0,0,2037
1189,83304,0,0,0,2057
1190,83445,0,0,0,2044
1193,83579,0,0,0,2051
1192,83716,0,0,0,2049
1194,83852,0,0,0,2056
1197,83990,0,0,0,2059
1194,84131,0,0,0,2067
1194,84269,0,0,0,2061
1192,84404,0,0,0,2054
1201,84525,0,0,0,2072
1200,84653,0,0,0,2064
1201,84780,0,0,0,2073
1200,84908,0,0,0,2058
1200,85035,0,0,0,2057
1201,85162,0,0,0,2070
1200,85290,0,0,0,2065
1208,85412,0,0,0,2086
1204,85531,0,0,0,2069
1210,85636,0,0,0,2073
1211,85747,0,0,0,2078
1210,85859,0,0,0,2075
1218,85970,0,0,0,2086
1214,86089,0,0,0,2083
1214,86204,0,0,0,2080
1218,86315,0,0,0,2091
1215,86418,0,0,0,2083
1221,86514,0,0,0,2095
1221,86616,0,0,0,2096
1221,86718,0,0,0,2097
1221,86820,0,0,0,2089
1223,86922,0,0,0,2098
1224,87026,0,0,0,2098
1224,87131,0,0,0,2098
1228,87228,0,0,0,2102
1234,87325,0,0,0,2112
1234,87428,0,0,0,2112
1234,87531,0,0,0,2108
1234,87634,0,0,0,2106
1234,87737,0,0,0,2113
1234,87840,0,0,0,2110
1236,87943,0,0,0,2113
1236,88048,0,0,0,2117
1240,88146,0,0,0,2123
1245,88243,0,0,0,2127
1245,88345,0,0,0,2127
1245,88447,0,0,0,2127
1245,88549,0,0,0,2131
1246,88651,0,0,0,2136
1247,88754,0,0,0,2131
1246,88858,0,0,0,2130
1249,88957,0,0,0,2138
1252,89051,0,0,0,2139
1257,89144,0,0,0,2145
1256,89242,0,0,0,2142
1257,89339,0,0,0,2152
1257,89437,0,0,0,2153
1257,89535,0,0,0,2150
1257,89633,0,0,0,2149
1259,89731,0,0,0,2152
1261,89821,0,0,0,2151
1269,89910,0,0,0,2166
1270,90006,0,0,0,2167
1276,90103,0,0,0,2172
1276,90206,0,0,0,2171
1276,90309,0,0,0,2179
1277,90412,0,0,0,2179
1278,90516,0,0,0,2179
1280,90621,0,0,0,2188
1278,90728,0,0,0,2186
1282,90821,0,0,0,2188
1286,90916,0,0,0,2193
1288,91015,0,0,0,2199
1290,91116,0,0,0,2202
1288,91219,0,0,0,2198
1288,91320,0,0,0,2200
1291,91421,0,0,0,2201
1292,91525,0,0,0,2206
1297,91630,0,0,0,2214
1300,91740,0,0,0,2215
1300,91853,0,0,0,2226
1306,91963,0,0,0,2237
1310,92073,0,0,0,2238
1311,92185,0,0,0,2242
1318,92298,0,0,0,2260
1318,92418,0,0,0,2259
1317,92538,0,0,0,2256
1315,92657,0,0,0,2253
1318,92774,0,0,0,2263
1318,92894,0,0,0,2253
1319,93014,0,0,0,2253
1319,93135,0,0,0,2257
1321,93250,0,0,0,2268
1331,93360,0,0,0,2274
1329,93480,0,0,0,2273
1332,93598,0,0,0,2276
1335,93719,0,0,0,2284
1340,93843,0,0,0,2297
1340,93972,0,0,0,2293
1339,94101,0,0,0,2294
1342,94229,0,0,0,2294
1342,94360,0,0,0,2296
1336,94484,0,0,0,2291
1347,94597,0,0,0,2317
1348,94721,0,0,0,2311
1347,94846,0,0,0,2316
1351,94970,0,0,0,2325
1355,95098,0,0,0,2323
1361,95230,0,0,0,2343
1366,95368,0,0,0,2353
1369,95508,0,0,0,2379
1377,95644,0,0,0,2366
1375,95788,0,0,0,2367
1375,95930,0,0,0,2354
1375,96072,0,0,0,2355
1374,96214,0,0,0,2359
1374,96355,0,0,0,2350
1375,96496,0,0,0,2354
1380,96635,0,0,0,2366
1387,96772,0,0,0,2381
1390,96914,0,0,0,2389
